adk.1	0	0	.	.	.
adk.10	0	0	.	.	.
adk.11	0	0	.	.	.
adk.12	0	0	.	.	.
adk.13	0	0	.	.	.
adk.14	0	0	.	.	.
adk.15	0	0	.	.	.
adk.16	0	0	.	.	.
adk.17	0	0	.	.	.
adk.18	0	0	.	.	.
adk.19	0	0	.	.	.
adk.2	0	0	.	.	.
adk.20	0	0	.	.	.
adk.21	0	0	.	.	.
adk.22	0	0	.	.	.
adk.23	0	0	.	.	.
adk.24	0	0	.	.	.
adk.25	0	0	.	.	.
adk.26	0	0	.	.	.
adk.27	0	0	.	.	.
adk.28	0	0	.	.	.
adk.29	0	0	.	.	.
adk.3	0	0	.	.	.
adk.30	0	0	.	.	.
adk.31	0	0	.	.	.
adk.32	0	0	.	.	.
adk.33	0	0	.	.	.
adk.34	0	0	.	.	.
adk.35	0	0	.	.	.
adk.36	0	0	.	.	.
adk.37	0	0	.	.	.
adk.38	0	0	.	.	.
adk.39	0	0	.	.	.
adk.4	0	0	.	.	.
adk.40	0	0	.	.	.
adk.41	0	0	.	.	.
adk.42	0	0	.	.	.
adk.43	0	0	.	.	.
adk.44	0	0	.	.	.
adk.45	0	0	.	.	.
adk.46	0	0	.	.	.
adk.47	0	0	.	.	.
adk.48	0	0	.	.	.
adk.49	0	0	.	.	.
adk.5	0	0	.	.	.
adk.6	0	0	.	.	.
adk.7	0	0	.	.	.
adk.8	0	0	.	.	.
adk.9	0	0	.	.	.
atpA.1	0	0	.	.	.
atpA.10	0	0	.	.	.
atpA.100	0	0	.	.	.
atpA.11	0	0	.	.	.
atpA.12	0	0	.	.	.
atpA.13	0	0	.	.	.
atpA.14	0	0	.	.	.
atpA.15	0	0	.	.	.
atpA.16	0	0	.	.	.
atpA.17	0	0	.	.	.
atpA.18	0	0	.	.	.
atpA.19	0	0	.	.	.
atpA.2	0	0	.	.	.
atpA.20	0	0	.	.	.
atpA.21	0	0	.	.	.
atpA.22	0	0	.	.	.
atpA.23	0	0	.	.	.
atpA.24	0	0	.	.	.
atpA.25	0	0	.	.	.
atpA.26	0	0	.	.	.
atpA.27	0	0	.	.	.
atpA.28	0	0	.	.	.
atpA.29	0	0	.	.	.
atpA.3	0	0	.	.	.
atpA.30	0	0	.	.	.
atpA.31	0	0	.	.	.
atpA.32	0	0	.	.	.
atpA.33	0	0	.	.	.
atpA.34	0	0	.	.	.
atpA.35	0	0	.	.	.
atpA.36	0	0	.	.	.
atpA.37	0	0	.	.	.
atpA.38	0	0	.	.	.
atpA.39	0	0	.	.	.
atpA.4	0	0	.	.	.
atpA.40	0	0	.	.	.
atpA.41	0	0	.	.	.
atpA.42	0	0	.	.	.
atpA.43	0	0	.	.	.
atpA.44	0	0	.	.	.
atpA.45	0	0	.	.	.
atpA.46	0	0	.	.	.
atpA.47	0	0	.	.	.
atpA.48	0	0	.	.	.
atpA.49	0	0	.	.	.
atpA.5	0	0	.	.	.
atpA.50	0	0	.	.	.
atpA.51	0	0	.	.	.
atpA.52	0	0	.	.	.
atpA.53	0	0	.	.	.
atpA.54	0	0	.	.	.
atpA.55	0	0	.	.	.
atpA.56	0	0	.	.	.
atpA.57	0	0	.	.	.
atpA.58	0	0	.	.	.
atpA.59	0	0	.	.	.
atpA.6	0	0	.	.	.
atpA.60	0	0	.	.	.
atpA.61	0	0	.	.	.
atpA.62	0	0	.	.	.
atpA.63	0	0	.	.	.
atpA.64	0	0	.	.	.
atpA.65	0	0	.	.	.
atpA.66	0	0	.	.	.
atpA.67	0	0	.	.	.
atpA.68	0	0	.	.	.
atpA.69	0	0	.	.	.
atpA.7	0	0	.	.	.
atpA.70	0	0	.	.	.
atpA.71	0	0	.	.	.
atpA.72	0	0	.	.	.
atpA.73	0	0	.	.	.
atpA.74	0	0	.	.	.
atpA.75	0	0	.	.	.
atpA.76	0	0	.	.	.
atpA.77	0	0	.	.	.
atpA.78	0	0	.	.	.
atpA.79	0	0	.	.	.
atpA.8	0	0	.	.	.
atpA.80	0	0	.	.	.
atpA.81	0	0	.	.	.
atpA.82	0	0	.	.	.
atpA.83	0	0	.	.	.
atpA.84	0	0	.	.	.
atpA.85	0	0	.	.	.
atpA.86	0	0	.	.	.
atpA.87	0	0	.	.	.
atpA.88	0	0	.	.	.
atpA.89	0	0	.	.	.
atpA.9	0	0	.	.	.
atpA.90	0	0	.	.	.
atpA.91	0	0	.	.	.
atpA.92	0	0	.	.	.
atpA.93	0	0	.	.	.
atpA.94	0	0	.	.	.
atpA.95	0	0	.	.	.
atpA.96	0	0	.	.	.
atpA.97	0	0	.	.	.
atpA.98	0	0	.	.	.
atpA.99	0	0	.	.	.
ddl.1	0	0	.	.	.
ddl.10	0	0	.	.	.
ddl.11	0	0	.	.	.
ddl.12	0	0	.	.	.
ddl.13	0	0	.	.	.
ddl.14	0	0	.	.	.
ddl.15	0	0	.	.	.
ddl.16	0	0	.	.	.
ddl.17	0	0	.	.	.
ddl.18	0	0	.	.	.
ddl.19	0	0	.	.	.
ddl.2	0	0	.	.	.
ddl.20	0	0	.	.	.
ddl.21	0	0	.	.	.
ddl.22	0	0	.	.	.
ddl.23	0	0	.	.	.
ddl.24	0	0	.	.	.
ddl.25	0	0	.	.	.
ddl.26	0	0	.	.	.
ddl.27	0	0	.	.	.
ddl.28	0	0	.	.	.
ddl.29	0	0	.	.	.
ddl.3	0	0	.	.	.
ddl.30	0	0	.	.	.
ddl.31	0	0	.	.	.
ddl.32	0	0	.	.	.
ddl.33	0	0	.	.	.
ddl.34	0	0	.	.	.
ddl.35	0	0	.	.	.
ddl.36	0	0	.	.	.
ddl.37	0	0	.	.	.
ddl.38	0	0	.	.	.
ddl.39	0	0	.	.	.
ddl.4	0	0	.	.	.
ddl.40	0	0	.	.	.
ddl.41	0	0	.	.	.
